name,url,img_url,detail
Carettochelyidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Carettochelyidae,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Carettochelys_insculpta.jpg/200px-Carettochelys_insculpta.jpg,"The Carettochelyidae family of turtles — more commonly known as ""Pig-nosed turtle"" — were first discovered in 1887 by Boulenger."
Dermatemydidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Dermatemydidae,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Dermatemydidae.JPG/200px-Dermatemydidae.JPG,"The Dermatemydidae family of turtles — more commonly known as ""Central American river turtle"" — were first discovered in 1870 by Gray."
Geoemydidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Geoemydidae,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Cuora_amboinensis_kamaroma_j.jpg/200px-Cuora_amboinensis_kamaroma_j.jpg,"The Geoemydidae family of turtles — more commonly known as ""Asian river, leaf, roofed or Asian box turtles"" — were first discovered in 1868 by Theobald."
Testudinidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Testudinidae,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Tortoise.aldabra.750pix.jpg/200px-Tortoise.aldabra.750pix.jpg,"The Testudinidae family of turtles — more commonly known as ""Tortoises"" — were first discovered in 1788 by Batsch."
Pelomedusidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Pelomedusidae,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Pelomedusa_subrufa.JPG/200px-Pelomedusa_subrufa.JPG,"The Pelomedusidae family of turtles — more commonly known as ""Afro-American sideneck turtles"" — were first discovered in 1868 by Cope."
