name,url,img_url,detail
Cheloniidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Cheloniidae,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/GreenSeaTurtle-2.jpg/200px-GreenSeaTurtle-2.jpg,"The Cheloniidae family of turtles — more commonly known as ""Sea turtles"" — were first discovered in 1811 by Oppel."
Dermochelyidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Dermochelyidae,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/LeatherbackTurtle.jpg/200px-LeatherbackTurtle.jpg,"The Dermochelyidae family of turtles — more commonly known as ""Leatherback sea turtle"" — were first discovered in 1843 by Fitzinger."
Kinosternidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Kinosternidae,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Sternotherus_odoratus.jpg/200px-Sternotherus_odoratus.jpg,"The Kinosternidae family of turtles — more commonly known as ""Mud or musk turtles"" — were first discovered in 1857 by Agassiz."
Trionychidae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Trionychidae,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Apalone_spinifera.jpg/200px-Apalone_spinifera.jpg,"The Trionychidae family of turtles — more commonly known as ""Softshell turtles"" — were first discovered in 1826 by Fitzinger."
Podocnemididae,https://www.scrapethissite.com//pages/frames/?frame=i&family=Podocnemididae,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Erymnochelys_madagascariensis.jpg/200px-Erymnochelys_madagascariensis.jpg,"The Podocnemididae family of turtles — more commonly known as ""Madagascar big-headed, Big-headed Amazon River turtle and South American sideneck river turtles"" — were first discovered in 1869 by Gray."
