Headers,index,paragraphs,Product_Url,images Source
  E-commerce site  ,1," E-commerce site with multiple categories, subcategories. All items are loaded in one page. ",/test-sites/e-commerce/allinone,/images/test-sites/screens/test-sites-ecommerce-allinone.png
