,name,Company linkedIn,Company facebook,Company Twitter,Company Crunchbase,website url,company location,company founder
0,Nutshell,https://www.linkedin.com/company/nutshell-llc?ref=getlatka.com,https://www.facebook.com/nutshell?ref=getlatka.com,https://twitter.com/nutshell?ref=getlatka.com,https://www.crunchbase.com/organization/nutshell?ref=getlatka.com,//nutshell.com/?ref=getlatka.com, (US),Andy  Fowler
1,Mopinion,https://www.linkedin.com/company/mopinion?ref=getlatka.com,,,https://www.crunchbase.com/organization/mopinion?ref=getlatka.com,//mopinion.com/?ref=getlatka.com,Netherlands,Kees  Wolters
2,Getgreenbadger,https://www.linkedin.com/company/green-badger-llc?ref=getlatka.com,,,https://www.crunchbase.com/organization/getgreenbadger?ref=getlatka.com,//getgreenbadger.com/?ref=getlatka.com, (US),Tommy Linstroth
3,Signal,https://www.linkedin.com/company/signal-design-inc?ref=getlatka.com,,,https://www.crunchbase.com/organization/signalsignal?ref=getlatka.com,//signalinc.com/?ref=getlatka.com, (US),Tor Rauden
4,Appradar,https://www.linkedin.com/company/appradar?ref=getlatka.com,,,https://www.crunchbase.com/organization/appradar?ref=getlatka.com,//appradar.com/?ref=getlatka.com,Austria,Thomas Kriebernegg
5,Mypancho,https://www.linkedin.com/company/panchos-mexican/about/?ref=getlatka.com,,,https://www.crunchbase.com/organization/mypancho?ref=getlatka.com,//mypancho.com/?ref=getlatka.com, (US),Uchenna Okeke
6,Studionow,https://cz.linkedin.com/company/studionow?ref=getlatka.com,,,https://www.crunchbase.com/organization/studionow?ref=getlatka.com,//studionow.com/?ref=getlatka.com, (US),David Mason
7,Frank,https://in.linkedin.com/company/frank-financial-aid?ref=getlatka.com,,,https://www.crunchbase.com/organization/frank?ref=getlatka.com,//frank.ai/?ref=getlatka.com, (AU),Harry Kanistik
8,Simvoly,https://www.linkedin.com/company/simvoly?ref=getlatka.com,,,https://www.crunchbase.com/organization/simvoly?ref=getlatka.com,//simvoly.com/?ref=getlatka.com,Italy,Stanislav Petrov
9,Octopai,https://www.linkedin.com/company/octopai?ref=getlatka.com,,,https://www.crunchbase.com/organization/octopai?ref=getlatka.com,//octopai.com/?ref=getlatka.com,Israel,Amnon Drori
10,Yoast,https://www.linkedin.com/company/yoast-com/?ref=getlatka.com,https://www.facebook.com/yoast/?ref=getlatka.com,https://twitter.com/yoast/?ref=getlatka.com,https://www.crunchbase.com/organization/yoast?ref=getlatka.com,//yoast.com/?ref=getlatka.com,Netherlands,Thijs de Valk
11,Aquicore,https://www.linkedin.com/company/aquicore?ref=getlatka.com,,,https://www.crunchbase.com/organization/aquicore?ref=getlatka.com,//aquicore.com/?ref=getlatka.com, (US),Logan Soya
12,Learnifier,https://www.linkedin.com/company/learnifier/?ref=getlatka.com,,,https://www.crunchbase.com/organization/learnifier?ref=getlatka.com,//learnifier.com/?ref=getlatka.com,Sweden,Mattias Borg
13,Saasfounders,https://www.linkedin.com/company/saasfounders?ref=getlatka.com,,,https://www.crunchbase.com/organization/saasfounders?ref=getlatka.com,//saasfounders.net/?ref=getlatka.com,Ukraine,Dmitri Rodenko
14,Sonarplatform,https://www.linkedin.com/company/sonar-platform?ref=getlatka.com,,,https://www.crunchbase.com/organization/sonarplatform?ref=getlatka.com,//sonarplatform.com/?ref=getlatka.com,Indonesia,Amien Krisna
15,Adlive,https://www.linkedin.com/company/adlive-tech?ref=getlatka.com,,,https://www.crunchbase.com/organization/adlive?ref=getlatka.com,//adlive.io/?ref=getlatka.com,France,Hammad Benjelloun
16,Joinposter,https://www.linkedin.com/company/poster?ref=getlatka.com,,,https://www.crunchbase.com/organization/poster-2?ref=getlatka.com,//joinposter.com/?ref=getlatka.com,Ukraine,Rodion Yeroshek
17,Neoteric,https://in.linkedin.com/company/neoteric?ref=getlatka.com,,,https://www.crunchbase.com/organization/neoteric?ref=getlatka.com,//neoteric.eu/?ref=getlatka.com,Poland,Matt Kurleto
18,Vindi,https://www.linkedin.com/company/vindi?ref=getlatka.com,http://www.facebook.com/VindiBR?ref=getlatka.com,http://twitter.com/vindibr?ref=getlatka.com,https://www.crunchbase.com/organization/vindi?ref=getlatka.com,//vindi.com/?ref=getlatka.com, (BR),Rodrigo Dantas
19,Ppcscope,,,,https://www.crunchbase.com/organization/ppcscope?ref=getlatka.com,//ppcscope.com/?ref=getlatka.com, (US),Brian Johnson
