,name,Company linkedIn,Company facebook,Company Twitter,Company Crunchbase,website url,company location,company founder
0,Core-Apps,https://in.linkedin.com/company/core-apps?ref=getlatka.com,https://www.facebook.com/coreapps2012?ref=getlatka.com,https://twitter.com/CoreApps?ref=getlatka.com,https://www.crunchbase.com/organization/core-apps?ref=getlatka.com,//core-apps.com/?ref=getlatka.com, (US),
1,Ampogee,https://www.linkedin.com/company/ampogee?ref=getlatka.com,,,https://www.crunchbase.com/organization/ampogee?ref=getlatka.com,//ampogee.com/?ref=getlatka.com, (US),Jonathan Woahn
2,Socialtables,https://www.linkedin.com/company/social-tables/?ref=getlatka.com,https://www.facebook.com/socialtables?ref=getlatka.com,https://twitter.com/socialtables?ref=getlatka.com,https://www.crunchbase.com/organization/social-tables?ref=getlatka.com,//socialtables.com/?ref=getlatka.com,United States,Dan Berger
3,InEvent,https://www.linkedin.com/company/ineventapp/?ref=getlatka.com,,,https://www.crunchbase.com/organization/inevent?ref=getlatka.com,//inevent.com/?ref=getlatka.com, (US),Pedro Goes
4,Mfiles,https://www.linkedin.com/company/m-files-corporation?ref=getlatka.com,,,https://www.crunchbase.com/organization/mfiles?ref=getlatka.com,//mfiles.com/?ref=getlatka.com,United States,Antti Nivala
5,Sendbird,https://www.linkedin.com/company/sendbird?ref=getlatka.com,https://www.facebook.com/sendbird/?ref=getlatka.com,https://twitter.com/SendBird?ref=getlatka.com,https://www.crunchbase.com/organization/sendbird?ref=getlatka.com,//sendbird.com/?ref=getlatka.com, (US),John Kim
6,Squirro,https://www.linkedin.com/company/squirro?ref=getlatka.com,,,https://www.crunchbase.com/organization/squirro?ref=getlatka.com,//squirro.com/?ref=getlatka.com,Switzerland,Dorian Selz
7,Strattic,https://www.linkedin.com/company/strattic/?ref=getlatka.com,,,https://www.crunchbase.com/organization/strattic?ref=getlatka.com,//strattic.com/?ref=getlatka.com,Israel,Miriam Schwab
8,Livehelpnow,https://www.linkedin.com/company/livehelpnow?ref=getlatka.com,https://www.facebook.com/livehelpnow.net?ref=getlatka.com,https://twitter.com/LiveHelpNow?ref=getlatka.com,https://www.crunchbase.com/organization/livehelpnow?ref=getlatka.com,//livehelpnow.net/?ref=getlatka.com, (US),Michael Kansky
9,Polyteda-Cloud,https://www.linkedin.com/company/polyteda-cloud?ref=getlatka.com,,,https://www.crunchbase.com/organization/polyteda-cloud?ref=getlatka.com,//polyteda-cloud.com/?ref=getlatka.com,Ukraine,Alexander Grudanov
10,Alleyoop,https://www.linkedin.com/company/alleyoop-io?ref=getlatka.com,,,https://www.crunchbase.com/organization/alleyoop-71ac?ref=getlatka.com,//alleyoop.io/?ref=getlatka.com, (US),Mia Allen
11,Jangomail,https://www.linkedin.com/company/jangomail?ref=getlatka.com,,,https://www.crunchbase.com/organization/jangomail?ref=getlatka.com,//jangomail.com/?ref=getlatka.com, (US),Mark Richard
12,Studyo,https://www.linkedin.com/company/studyoco?ref=getlatka.com,,,https://www.crunchbase.com/organization/studyo?ref=getlatka.com,//studyo.co/?ref=getlatka.com,United States,Renaud Boisjoly
13,Cremeglobal,https://in.linkedin.com/company/creme-global?ref=getlatka.com,,,https://www.crunchbase.com/organization/cremeglobal?ref=getlatka.com,//cremeglobal.com/?ref=getlatka.com,Ireland,Cronan Mcnamara
14,Astea,https://www.linkedin.com/company/ifs?ref=getlatka.com,,,https://www.crunchbase.com/organization/astea-international?ref=getlatka.com,//astea.com/?ref=getlatka.com,Sweden,David Giannetto
15,Yaypay,https://www.linkedin.com/company/yaypay-inc?ref=getlatka.com,,,https://www.crunchbase.com/organization/yaypay?ref=getlatka.com,//yaypay.com/?ref=getlatka.com, (US),Anthony Venus
16,Foglogic Inc,https://www.linkedin.com/company/foglogic?ref=getlatka.com,,,https://www.crunchbase.com/organization/foglogic?ref=getlatka.com,//foglogic.com/?ref=getlatka.com, (US),Ashok Santhanam
17,Justuno,https://www.linkedin.com/company/justuno-com?ref=getlatka.com,,,https://www.crunchbase.com/organization/justuno-com?ref=getlatka.com,//justuno.com/?ref=getlatka.com, (US),Erik Christiansen
18,Syndy,https://www.linkedin.com/company/syndy?ref=getlatka.com,,,https://www.crunchbase.com/organization/syndy?ref=getlatka.com,//syndy.com/?ref=getlatka.com,Netherlands,Pieter Van
19,Actiondesk,https://www.linkedin.com/company/actiondesk?ref=getlatka.com,,,https://www.crunchbase.com/organization/actiondesk?ref=getlatka.com,//actiondesk.io/?ref=getlatka.com, (US),Jonathan Parisot
