,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Gitential,https://www.linkedin.com/company/gitential?ref=getlatka.com,https://www.crunchbase.com/organization/gitential?ref=getlatka.com,//gitential.com/?ref=getlatka.com, (US),,,
1,Harvestr,https://www.linkedin.com/company/harvestr?ref=getlatka.com,https://www.crunchbase.com/organization/harvestr?ref=getlatka.com,//harvestr.io/?ref=getlatka.com,France,Valentin Huang,,
2,Recruitlocator,https://www.linkedin.com/company/recruitlocator?ref=getlatka.com,https://www.crunchbase.com/organization/recruitlocator?ref=getlatka.com,//recruitlocator.net/?ref=getlatka.com, (US),Adrian Russo,,
3,Parrotqa,https://www.linkedin.com/company/parrot-qa/?ref=getlatka.com,https://www.crunchbase.com/organization/parrotqa?ref=getlatka.com,//parrotqa.com/?ref=getlatka.com, (US),Jake Kring,,
4,Kooomo,https://www.linkedin.com/company/kooomo?ref=getlatka.com,https://www.crunchbase.com/organization/kooomo?ref=getlatka.com,//kooomo.com/?ref=getlatka.com,Ireland,Kevin Gough,,
5,Wint,https://se.linkedin.com/company/wint?ref=getlatka.com,https://www.crunchbase.com/organization/wint?ref=getlatka.com,//wint.se/?ref=getlatka.com,Sweden,Bjorn Elfgren,,
6,Talvista,https://www.linkedin.com/company/talvista?ref=getlatka.com,https://www.crunchbase.com/organization/talvista?ref=getlatka.com,//talvista.com/?ref=getlatka.com, (US),Scot Sessions,,
7,Unaty,https://www.linkedin.com/company/unaty-us/?ref=getlatka.com,https://www.crunchbase.com/organization/unaty?ref=getlatka.com,//unaty.de/?ref=getlatka.com, (US),Sean Mccall,,
8,Meet,https://www.linkedin.com/company/meetup?ref=getlatka.com,https://www.crunchbase.com/organization/meet?ref=getlatka.com,//meet.ps/?ref=getlatka.com, (US),Aaron Lifshin,,
9,Kissflow,https://www.linkedin.com/company/kissflow/?ref=getlatka.com,https://www.crunchbase.com/organization/orangescape?ref=getlatka.com,//kissflow.com/?ref=getlatka.com, (IN),Suresh Sambandam,https://www.facebook.com/KissflowInc/?ref=getlatka.com,https://twitter.com/kissflow?ref=getlatka.com
10,Synchrotab,https://www.linkedin.com/company/synchrotab-llc?ref=getlatka.com,https://www.crunchbase.com/organization/synchrotab?ref=getlatka.com,//synchrotab.com/?ref=getlatka.com, (US),David Talbot,,
11,Agroop,https://in.linkedin.com/company/agroop?ref=getlatka.com,https://www.crunchbase.com/organization/agroop?ref=getlatka.com,//agroop.net/?ref=getlatka.com,Portugal,Bruno Fonseca,,
12,Judge.me,https://www.linkedin.com/company/judgeme?ref=getlatka.com,https://www.crunchbase.com/organization/judge-me?ref=getlatka.com,//judge.me/?ref=getlatka.com, (GB),Peter-Jan Celis,https://www.facebook.com/judgedotme/?ref=getlatka.com,https://twitter.com/judgedotme?ref=getlatka.com
13,StockCrowd,https://www.linkedin.com/company/stockcrowd?ref=getlatka.com,https://www.crunchbase.com/organization/stockcrowd?ref=getlatka.com,//stockcrowd.com/?ref=getlatka.com,Spain,Sergi Pallares,,
14,Contentellect,https://www.linkedin.com/company/contentellect-content-marketing?ref=getlatka.com,https://www.crunchbase.com/organization/contentellect?ref=getlatka.com,//contentellect.com/?ref=getlatka.com, (GB),Marc Bromhall,,
15,Smilevirtual,https://www.linkedin.com/company/smile-virtual/?ref=getlatka.com,https://www.crunchbase.com/organization/smilevirtual?ref=getlatka.com,//smilevirtual.com/?ref=getlatka.com, (US),Brian Harris,,
16,Sellsy,https://www.linkedin.com/company/sellsyapp?ref=getlatka.com,https://www.crunchbase.com/organization/sellsy?ref=getlatka.com,//sellsy.com/?ref=getlatka.com,France,Guillem Moreso Vinals,,https://twitter.com/SellsyUSA?ref=getlatka.com
17,BRITech Global,https://www.linkedin.com/company/britechsa/?ref=getlatka.com,https://www.crunchbase.com/organization/britech-b23c?ref=getlatka.com,//britech.global/?ref=getlatka.com,Brazil,Yuryi Ferber,,
18,Netmera,https://www.linkedin.com/company/netmera?ref=getlatka.com,https://www.crunchbase.com/organization/netmera?ref=getlatka.com,//netmera.com/?ref=getlatka.com,Turkey,Ahmet Barasan,,
19,Resource Guru,https://www.linkedin.com/company/resource-guru?ref=getlatka.com,https://www.crunchbase.com/organization/resourceguruapp?ref=getlatka.com,//resourceguruapp.com/?ref=getlatka.com, (GB),Andrew Rogoff,,
