,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Retargeting,https://www.linkedin.com/company/retargeting/?ref=getlatka.com,https://www.crunchbase.com/organization/retargeting-biz?ref=getlatka.com,//retargeting.biz/?ref=getlatka.com,Romania,Rares Banescu,,
1,OpenPhone,https://www.linkedin.com/company/openphone?ref=getlatka.com,https://www.crunchbase.com/organization/openphone?ref=getlatka.com,//openphone.co/?ref=getlatka.com, (US),Daryna Kulya,,
2,Factmata,https://www.linkedin.com/company/factmata?ref=getlatka.com,https://www.crunchbase.com/organization/factmata?ref=getlatka.com,//factmata.com/?ref=getlatka.com,United Kingdom,Dhruv Ghulati,,
3,Blocknify,https://www.linkedin.com/company/blocknify?ref=getlatka.com,https://www.crunchbase.com/organization/blocknify?ref=getlatka.com,//blocknify.com/?ref=getlatka.com,Czech Republic,Chris Cowles,,
4,Vue,https://www.linkedin.com/company/vue-ai?ref=getlatka.com,https://www.crunchbase.com/organization/vue?ref=getlatka.com,//vue.ai/?ref=getlatka.com, (US),Ashwini Asokan,,
5,Gig Wage,https://www.linkedin.com/company/gigwage?ref=getlatka.com,https://www.crunchbase.com/organization/visage-payroll?ref=getlatka.com,//gigwage.com/?ref=getlatka.com, (US),Craig Lewis,,
6,Developerhub,https://www.linkedin.com/company/developer-hub/?ref=getlatka.com,https://www.crunchbase.com/organization/developerhub?ref=getlatka.com,//developerhub.io/?ref=getlatka.com, (GB),Zaid Daba’Een,,
7,Amberdata,https://www.linkedin.com/company/amberdata?ref=getlatka.com,https://www.crunchbase.com/organization/amberdata?ref=getlatka.com,//amberdata.io/?ref=getlatka.com, (US),Shawn Douglass,,
8,Redtrack,https://www.linkedin.com/company/redtrackio?ref=getlatka.com,https://www.crunchbase.com/organization/redtrack?ref=getlatka.com,//redtrack.io/?ref=getlatka.com,Lithuania,Vlad Zhovtenko,,
9,Perzonalization,https://www.linkedin.com/company/perzonalization?ref=getlatka.com,https://www.crunchbase.com/organization/perzonalization?ref=getlatka.com,//perzonalization.com/?ref=getlatka.com,Turkey,Ilke Karabogali,,
10,Salesloft,https://www.linkedin.com/company/salesloft?ref=getlatka.com,https://www.crunchbase.com/organization/salesloft?ref=getlatka.com,//salesloft.com/?ref=getlatka.com, (US),David Obrand,https://www.facebook.com/SalesLoft?ref=getlatka.com,https://twitter.com/SalesLoft?ref=getlatka.com
11,Truepush,https://www.linkedin.com/company/truepushweb/?viewAsMember=true&ref=getlatka.com,https://www.crunchbase.com/organization/truepush?ref=getlatka.com,//truepush.com/?ref=getlatka.com,Singapore,Ravi Vaka,,
12,Rapidvisa,https://www.linkedin.com/company/rapidvisa?ref=getlatka.com,https://www.crunchbase.com/organization/rapidvisa?ref=getlatka.com,//rapidvisa.com/?ref=getlatka.com, (US),Ben Ives,,
13,Metric,https://www.linkedin.com/company/metric-ai?ref=getlatka.com,https://www.crunchbase.com/organization/metric?ref=getlatka.com,//metric.ai/?ref=getlatka.com, (US),Andrey Baskov,,
14,Simplycast,https://www.linkedin.com/company/simplycast?ref=getlatka.com,https://www.crunchbase.com/organization/simplycast?ref=getlatka.com,//simplycast.com/?ref=getlatka.com, (CA),Saeed El-Darahali,,
15,Backboneplm,https://www.linkedin.com/company/backbone-plm?ref=getlatka.com,https://www.crunchbase.com/organization/backboneplm?ref=getlatka.com,//backboneplm.com/?ref=getlatka.com, (US),Matthew Klein,,
16,Emotorwerks,https://www.linkedin.com/company/enelx?ref=getlatka.com,,//emotorwerks.com/?ref=getlatka.com, (US),Preston Burke,,
17,Nōwn,https://www.linkedin.com/company/nownpos?ref=getlatka.com,https://www.crunchbase.com/organization/n%C5%8Dwn?ref=getlatka.com,//nownpos.com/?ref=getlatka.com, (CA),Amit Jhas,,
18,Phantombuster,https://www.linkedin.com/company/officialphantombuster/?ref=getlatka.com,https://www.crunchbase.com/organization/phantombuster?ref=getlatka.com,//phantombuster.com/?ref=getlatka.com,France,Guillaume Boiret,https://www.facebook.com/phbuster/?ref=getlatka.com,https://twitter.com/officialpbuster?ref=getlatka.com
19,Physna,https://www.linkedin.com/company/physna?ref=getlatka.com,https://www.crunchbase.com/organization/physna?ref=getlatka.com,//physna.com/?ref=getlatka.com, (US),Paul Powers,,
