,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Academyocean,https://www.linkedin.com/company/academyocean?ref=getlatka.com,https://www.crunchbase.com/organization/academyocean?ref=getlatka.com,//academyocean.com/?ref=getlatka.com,Ukraine,Vladimir Polo,,
1,Defendry,https://www.linkedin.com/company/defendry/?ref=getlatka.com,https://www.crunchbase.com/organization/defendry?ref=getlatka.com,//defendry.com/?ref=getlatka.com, (US),Pat Sullivan,,
2,Automattic,https://www.linkedin.com/company/automattic?ref=getlatka.com,https://www.crunchbase.com/organization/automattic?ref=getlatka.com,//automattic.com/?ref=getlatka.com, (US),Matt Mullenweg,https://www.facebook.com/AutomatticInc/?ref=getlatka.com,https://twitter.com/automattic?ref=getlatka.com
3,Passkit,https://www.linkedin.com/company/passkit?ref=getlatka.com,https://www.crunchbase.com/organization/passkit?ref=getlatka.com,//passkit.com/?ref=getlatka.com, (GB),Paul Tomes,,
4,Leadspace,https://www.linkedin.com/company/leadspacecdp?ref=getlatka.com,https://www.crunchbase.com/organization/leadspace?ref=getlatka.com,//leadspace.com/?ref=getlatka.com, (US),Alex Yoder,,
5,Rallymind,https://www.linkedin.com/showcase/rallymind/?ref=getlatka.com,https://www.crunchbase.com/organization/rallymind?ref=getlatka.com,//rallymind.com/?ref=getlatka.com, (US),Mark Michael,,
6,SocioEvents,https://www.linkedin.com/company/socioevents?ref=getlatka.com,https://www.crunchbase.com/organization/socioevents?ref=getlatka.com,//socio.events/?ref=getlatka.com, (US),Yarkin Sakucoglu,,
7,BodyBlock,https://www.linkedin.com/company/bodyblock-fit3d?ref=getlatka.com,https://www.crunchbase.com/organization/bodyblock?ref=getlatka.com,//bodyblock.ai/?ref=getlatka.com, (US),Greg Moore,,
8,Logicalplan,https://www.linkedin.com/company/logicalplan/?ref=getlatka.com,https://www.crunchbase.com/organization/logicalplan?ref=getlatka.com,//logicalplan.com/?ref=getlatka.com,Czech Republic,Jakub Helesic,,
9,Tapchief,https://www.linkedin.com/company/tapchief/?ref=getlatka.com,https://www.crunchbase.com/organization/tapchief?ref=getlatka.com,//tapchief.com/?ref=getlatka.com, (IN),Shashank Murali,,
10,Hassl,https://www.linkedin.com/company/hassl?ref=getlatka.com,https://www.crunchbase.com/organization/hassl?ref=getlatka.com,//hassl.co/?ref=getlatka.com, (AU),Mitch Furlong,,
11,Lucid Meetings,https://www.linkedin.com/company/lucid-meetings?ref=getlatka.com,https://www.crunchbase.com/organization/lucid-meetings?ref=getlatka.com,//lucidmeetings.com/?ref=getlatka.com, (US),Elise Keith,,
12,Printfection,https://www.linkedin.com/company/printfection?ref=getlatka.com,https://www.crunchbase.com/organization/printfection?ref=getlatka.com,//printfection.com/?ref=getlatka.com, (US),Casey Schorr,,
13,Easyautotagging,https://www.linkedin.com/company/easyautotagging/?originalSubdomain=ug&ref=getlatka.com,https://www.crunchbase.com/organization/easyautotagging?ref=getlatka.com,//easyautotagging.com/?ref=getlatka.com, (US),Gabe Solberg,,
14,Blockid,https://www.linkedin.com/company/block-id?ref=getlatka.com,https://www.crunchbase.com/organization/blockid?ref=getlatka.com,//blockid.cloud/?ref=getlatka.com, (US),Huzefa  Olia,,
15,Cheq,https://www.linkedin.com/company/cheq-ai?ref=getlatka.com,https://www.crunchbase.com/organization/cheq?ref=getlatka.com,//cheq.ai/?ref=getlatka.com, (US),Guy Tytunovich,https://www.facebook.com/wearecheq/?ref=getlatka.com,https://twitter.com/CHEQ_Inc?ref=getlatka.com
16,Trueface,https://www.linkedin.com/company/trueface.ai/?ref=getlatka.com,https://www.crunchbase.com/organization/trueface?ref=getlatka.com,//trueface.ai/?ref=getlatka.com, (US),Shaun Moore,,
17,Power-Ecard,https://in.linkedin.com/company/power-ecard?ref=getlatka.com,https://www.crunchbase.com/organization/power-ecard?ref=getlatka.com,//power-ecard.com/?ref=getlatka.com,Germany,Timm Dollinger,,
18,Uberflip,https://www.linkedin.com/company/uberflip?ref=getlatka.com,https://www.crunchbase.com/organization/uberflip?ref=getlatka.com,//uberflip.com/?ref=getlatka.com, (CA),George Pavle,https://www.facebook.com/uberflip?ref=getlatka.com,https://twitter.com/Uberflip?ref=getlatka.com
19,MeetingRoom,https://ca.linkedin.com/company/meetingroom?ref=getlatka.com,https://www.crunchbase.com/organization/meetingroom?ref=getlatka.com,//meetingroom.io/?ref=getlatka.com,Ireland,Jonny Cosgrove,,
