,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Gellify,https://www.linkedin.com/company/gellify/?ref=getlatka.com,https://www.crunchbase.com/organization/gellify?ref=getlatka.com,//gellify.com/?ref=getlatka.com,Italy,Fabio Nalucci,,
1,SuiteCX,https://www.linkedin.com/company/suitecx?ref=getlatka.com,,//suitecx360.com/?ref=getlatka.com, (US),Valerie Peck,,
2,Restworld,https://www.linkedin.com/company/restworld/?ref=getlatka.com,,//restworld.it/?ref=getlatka.com,Italy,Luca Lotterio,,
3,Solides,https://www.linkedin.com/company/solidestecnologia/?ref=getlatka.com,,//solides.com.br/?ref=getlatka.com, (BR),Charles Pinho,,
4,Nutrisense,https://www.linkedin.com/company/nutrisenseio/?ref=getlatka.com,,//nutrisense.io/?ref=getlatka.com, (US),Alex Skryl,,
5,SkilledUp Life,https://www.linkedin.com/company/skilleduplife/?ref=getlatka.com,,//skilledup.life/?ref=getlatka.com, (GB),Manoj Ranaweera,,
6,TitleCapture,https://www.linkedin.com/company/titlecapture/?ref=getlatka.com,https://www.crunchbase.com/organization/titlecapture?ref=getlatka.com,//titlecapture.com/?ref=getlatka.com, (US),Alex Samant,,
7,Apideck,https://www.linkedin.com/company/11442586?ref=getlatka.com,https://www.crunchbase.com/organization/apideck?ref=getlatka.com,//apideck.com/?ref=getlatka.com,Belgium,Gertjan De Wilde,https://www.facebook.com/apideck/?ref=getlatka.com,https://twitter.com/apideck?ref=getlatka.com
8,Sourcepoint,https://www.linkedin.com/company/sourcepoint-technologies-inc/?ref=getlatka.com,https://www.crunchbase.com/organization/sourcepoint?ref=getlatka.com,//sourcepoint.com/?ref=getlatka.com, (US),John Sedlak,,
9,"Chantico Technology, Inc.",https://www.linkedin.com/company/chantico-technology/?viewAsMember=true&ref=getlatka.com,,//chanticotechnology.com/?ref=getlatka.com, (US),Gina Sanchez,,
10,Mergify,https://www.linkedin.com/company/mergify/?ref=getlatka.com,https://www.crunchbase.com/organization/mergify?ref=getlatka.com,//mergify.com/?ref=getlatka.com,France,Julien Danjou,,
11,Kovai,https://www.linkedin.com/company/kovaico/?ref=getlatka.com,https://www.crunchbase.com/organization/kovai-co?ref=getlatka.com,//kovai.co/?ref=getlatka.com, (GB),Matthew Wise,,
12,YouCanBook.me,https://www.linkedin.com/company/you-can-book-me?ref=getlatka.com,https://www.crunchbase.com/organization/youcanbookme?ref=getlatka.com,//youcanbook.me/?ref=getlatka.com, (GB),Bridget Harris,https://www.facebook.com/youcanbook.me?ref=getlatka.com,https://twitter.com/YouCanBookMe?ref=getlatka.com
13,Lcptracker,https://www.linkedin.com/company/lcptracker-inc?ref=getlatka.com,https://www.crunchbase.com/organization/lcptracker-inc?ref=getlatka.com,//lcptracker.com/?ref=getlatka.com, (US),Parker D.,,
14,Blackthorn.io,https://www.linkedin.com/company/blackthorn.io-inc./?ref=getlatka.com,https://www.crunchbase.com/organization/conference360?ref=getlatka.com,//blackthorn.io/?ref=getlatka.com, (US),Chris Federspiel,,https://twitter.com/blackthornio?ref=getlatka.com
15,Symba,https://www.linkedin.com/company/symba-io?ref=getlatka.com,https://www.crunchbase.com/organization/symba?ref=getlatka.com,//symba.io/?ref=getlatka.com, (US),Ahva  Sadeghi,https://www.facebook.com/symba.inc?ref=getlatka.com,https://twitter.com/symba_io?lang=en&ref=getlatka.com
16,Modigie,https://www.linkedin.com/company/modigie/?ref=getlatka.com,https://www.crunchbase.com/organization/modigie?ref=getlatka.com,//modigie.com/?ref=getlatka.com, (US),Ken Hoppe,,
17,Sales Confidence,https://www.linkedin.com/company/sales-confidence?ref=getlatka.com,,//salesconfidence.com/?ref=getlatka.com,United Kingdom,James Ski,,
18,Cbinsights,https://www.linkedin.com/company/cb-insights?ref=getlatka.com,https://www.crunchbase.com/organization/cb-insights?ref=getlatka.com,//cbinsights.com/?ref=getlatka.com, (US),Anand Sanwal,https://www.facebook.com/cbinsights?ref=getlatka.com,https://twitter.com/CBinsights?ref=getlatka.com
19,The SaaS Academy,https://www.linkedin.com/company/the-saas-academy?ref=getlatka.com,https://www.crunchbase.com/organization/the-saas-academy?ref=getlatka.com,//thesaasacademy.com/?ref=getlatka.com, (US),Dan Martell,,
