,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,KAPUA Inc.,https://www.linkedin.com/company/kapuainc?ref=getlatka.com,https://www.crunchbase.com/organization/kapua-inc?ref=getlatka.com,//gokapua.com/?ref=getlatka.com,United States,,,
1,Legra Systems,https://www.linkedin.com/company/legra.com?ref=getlatka.com,https://www.crunchbase.com/organization/legra-5bc?ref=getlatka.com,//legra.com/?ref=getlatka.com, (GB),Rob Knight,,
2,Snowflake,https://www.linkedin.com/company/snowflake-computing?ref=getlatka.com,https://www.crunchbase.com/organization/snowflake-computing?ref=getlatka.com,//snowflake.com/?ref=getlatka.com, (US),Frank Slootman,https://www.facebook.com/Snowflake-Inc-709171695819345/?ref=getlatka.com,http://twitter.com/SnowflakeDB?ref=getlatka.com
3,DotYeti.com,https://www.linkedin.com/company/dotyeti?ref=getlatka.com,,//dotyeti.com/?ref=getlatka.com, (US),Roy Selbach,,
4,Wyred,https://www.linkedin.com/company/wyred?ref=getlatka.com,https://www.crunchbase.com/organization/wyred?ref=getlatka.com,//wyred.biz/?ref=getlatka.com,Spain,José Martull,,
5,MedUp,https://www.linkedin.com/company/medup-inc?ref=getlatka.com,https://www.crunchbase.com/organization/medup?ref=getlatka.com,//medup.jp/?ref=getlatka.com,Japan,Jun Harunaga,,
6,Next Century Corporation,https://www.linkedin.com/company/next-century-corporation/?ref=getlatka.com,,//nextcentury.com/?ref=getlatka.com,United States,Michelle Mattea,,
7,Site24x7,https://www.linkedin.com/showcase/site24x7--website-and-web-app-monitoring/?ref=getlatka.com,,//site24x7.com/?ref=getlatka.com, (US),Sridhar Vembu,,
8,IdeaBuddy,https://www.linkedin.com/company/ideabuddy?ref=getlatka.com,https://www.crunchbase.com/organization/ideabuddy?ref=getlatka.com,//ideabuddy.com/?ref=getlatka.com,United States,Nemanja Zunic,,
9,Oolium,https://www.linkedin.com/company/oolium-inc.?ref=getlatka.com,https://www.crunchbase.com/organization/oolium?ref=getlatka.com,//oolium.com/?ref=getlatka.com,United States,,,
10,Softec International,https://www.linkedin.com/company/softec-international?ref=getlatka.com,https://www.crunchbase.com/organization/softec-international?ref=getlatka.com,//softecinternational.com/?ref=getlatka.com,Egypt,Nour Shawky,,
11,Frontera Consulting,https://www.linkedin.com/company/frontera-consulting?ref=getlatka.com,https://www.crunchbase.com/organization/frontera-consulting-f51?ref=getlatka.com,//fronteraconsulting.net/?ref=getlatka.com,United States,Tom Linton,,
12,"Anaqua, Inc.",https://www.linkedin.com/company/anaqua/?ref=getlatka.com,https://www.crunchbase.com/organization/anaqua?ref=getlatka.com,//anaqua.com/?ref=getlatka.com, (US),Bob Romeo,https://www.facebook.com/AnaquaIP?ref=getlatka.com,https://twitter.com/Anaqua?ref=getlatka.com
13,Ziplyne,https://www.linkedin.com/company/ziplyne?ref=getlatka.com,,//ziplyne.com/?ref=getlatka.com, (US),Rome Chopra,,
14,Relaso Enterprise Software,https://www.linkedin.com/company/relaso-enterprise-software-pvt-ltd-/about/?ref=getlatka.com,,//relaso.com/?ref=getlatka.com, (US),Angsuman Chakraborty,,
15,Beatswitch,https://www.linkedin.com/company/beatswitch?ref=getlatka.com,https://www.crunchbase.com/organization/beatswitch?ref=getlatka.com,//beatswitch.com/?ref=getlatka.com,Belgium,Gerthan De Wilde,,
16,Tootoot Ltd.,https://www.linkedin.com/company/tootoot-ltd?ref=getlatka.com,https://www.crunchbase.com/organization/tootoot-ltd?ref=getlatka.com,//tootoot.co.uk/?ref=getlatka.com, (GB),Kieran Innes,,
17,"Hostfully, Inc.",https://www.linkedin.com/company/hostfully-inc-/?ref=getlatka.com,https://www.crunchbase.com/organization/hostfully-inc?ref=getlatka.com,//hostfully.com/?ref=getlatka.com,United States,Margot Lee Schmorak,,
18,AddressTwo,https://www.linkedin.com/company/addresstwo?ref=getlatka.com,https://www.crunchbase.com/organization/addresstwo?ref=getlatka.com,//addresstwo.com/?ref=getlatka.com, (US),Nick Carter,,
19,Treehouse,https://ca.linkedin.com/company/treehouse-foods?ref=getlatka.com,https://www.crunchbase.com/organization/treehouse?ref=getlatka.com,//teamtreehouse.com/?ref=getlatka.com, (US),Gillian Carson,https://www.facebook.com/TeamTreehouse/?ref=getlatka.com,https://twitter.com/treehouse?ref=getlatka.com
