,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Hiremojo,https://www.linkedin.com/company/hiremojo?ref=getlatka.com,https://www.crunchbase.com/organization/hiremojo?ref=getlatka.com,//hiremojo.com/?ref=getlatka.com, (US),John Younger,,
1,Devhub,https://www.linkedin.com/company/devhub-com?ref=getlatka.com,https://www.crunchbase.com/organization/devhub?ref=getlatka.com,//devhub.com/?ref=getlatka.com, (US),Mark Michael,,
2,Jobscience,https://www.linkedin.com/company/jobscience?ref=getlatka.com,https://www.crunchbase.com/organization/jobscience?ref=getlatka.com,//jobscience.com/?ref=getlatka.com, (US),Ted Elliot,https://www.facebook.com/Jobscience?ref=getlatka.com,https://twitter.com/Jobscience?ref=getlatka.com
3,Funnel,https://www.linkedin.com/company/funnel-io?ref=getlatka.com,https://www.crunchbase.com/organization/funnel-2?ref=getlatka.com,//funnel.io/?ref=getlatka.com,Sweden,Victoria Sörving,https://www.facebook.com/funnel.io/?ref=getlatka.com,http://twitter.com/funnel_io?ref=getlatka.com
4,Influenster,https://www.linkedin.com/company/influenster?ref=getlatka.com,https://www.crunchbase.com/organization/influenster?ref=getlatka.com,//influenster.com/?ref=getlatka.com, (US),Aydin Acar,,
5,Webpt,https://www.linkedin.com/company/webpt?ref=getlatka.com,https://www.crunchbase.com/organization/webpt?ref=getlatka.com,//webpt.com/?ref=getlatka.com, (US),Ashley Glover,https://www.facebook.com/WebPT?ref=getlatka.com,https://twitter.com/WebPT?ref=getlatka.com
6,Coredna,https://www.linkedin.com/company/coredna?ref=getlatka.com,https://www.crunchbase.com/organization/core-dna?ref=getlatka.com,//coredna.com/?ref=getlatka.com, (US),Sam Saltis,,
7,Socialbakers,https://www.linkedin.com/company/socialbakers-com?ref=getlatka.com,https://www.crunchbase.com/organization/socialbakers?ref=getlatka.com,//socialbakers.com/?ref=getlatka.com,Czech Republic,Gilles-Andre COFFI,https://www.facebook.com/socialbakers?ref=getlatka.com,https://twitter.com/socialbakers?ref=getlatka.com
8,Compstak,https://www.linkedin.com/company/compstak?ref=getlatka.com,https://www.crunchbase.com/organization/compstak?ref=getlatka.com,//compstak.com/?ref=getlatka.com, (US),Michael Mandel,https://www.facebook.com/CompStak?ref=getlatka.com,https://twitter.com/CompStak?ref=getlatka.com
9,Smartbear,https://www.linkedin.com/company/smartbear?ref=getlatka.com,https://www.crunchbase.com/organization/smart-bear-software?ref=getlatka.com,//smartbear.com/?ref=getlatka.com, (US),Frank Roe,https://www.facebook.com/smartbear?ref=getlatka.com,https://twitter.com/SmartBear?ref=getlatka.com
10,Vtiger,https://www.linkedin.com/company/vtiger?ref=getlatka.com,https://www.crunchbase.com/organization/vtiger?ref=getlatka.com,//vtiger.com/?ref=getlatka.com, (IN),Sreenivas Kanumuru,,https://twitter.com/vtigercrm?ref=getlatka.com
11,Teamwork.com,https://www.linkedin.com/company/teamwork-com?ref=getlatka.com,https://www.crunchbase.com/organization/teamwork-project-manager?ref=getlatka.com,//teamwork.com/?ref=getlatka.com,Ireland,Peter Coppinger,https://www.facebook.com/TeamworkHQ/?ref=getlatka.com,https://twitter.com/teamwork?ref=getlatka.com
12,Wishpond,https://www.linkedin.com/company/wishpond?ref=getlatka.com,https://www.crunchbase.com/organization/wishpond?ref=getlatka.com,//wishpond.com/?ref=getlatka.com, (CA),Ali Tajsekandar,,https://twitter.com/Wishpond?ref=getlatka.com
13,Bynder,https://www.linkedin.com/company/bynder?ref=getlatka.com,https://www.crunchbase.com/organization/bynder?ref=getlatka.com,//bynder.com/?ref=getlatka.com, (US),Bob  Hickey,https://www.facebook.com/GetBynder?ref=getlatka.com,https://twitter.com/bynder?ref=getlatka.com
14,Performancelivestockanalytics,https://www.linkedin.com/company/performance-livestock-analytics?ref=getlatka.com,https://www.crunchbase.com/organization/performancelivestockanalytics?ref=getlatka.com,//performancelivestockanalytics.com/?ref=getlatka.com, (US),Dane Kuper,,
15,Dashlane,https://in.linkedin.com/company/dashlane?ref=getlatka.com,https://www.crunchbase.com/organization/dashlane?ref=getlatka.com,//dashlane.com/?ref=getlatka.com, (US),John Bennett,https://www.facebook.com/GetDashlane?ref=getlatka.com,https://twitter.com/dashlane?ref=getlatka.com
16,Wooly,https://www.linkedin.com/company/woolyinc/?ref=getlatka.com,https://www.crunchbase.com/organization/wooly?ref=getlatka.com,//wooly.com/?ref=getlatka.com, (US),Scott Paul,,
17,Brandfolder,https://www.linkedin.com/company/brandfolder-inc-?ref=getlatka.com,https://www.crunchbase.com/organization/brandfolder?ref=getlatka.com,//brandfolder.com/?ref=getlatka.com, (US),Steven Baker,https://www.facebook.com/Brandfolder?ref=getlatka.com,https://twitter.com/Brandfolder?ref=getlatka.com
18,Tsheets,https://www.linkedin.com/company/tsheets-time-tracking-software?ref=getlatka.com,https://www.crunchbase.com/organization/tsheets?ref=getlatka.com,//tsheets.com/?ref=getlatka.com, (US),Matt Rissell,https://www.facebook.com/TSheetscom?ref=getlatka.com,https://twitter.com/tsheets?ref=getlatka.com
19,Jebbit,https://www.linkedin.com/company/jebbit?ref=getlatka.com,https://www.crunchbase.com/organization/jebbit?ref=getlatka.com,//jebbit.com/?ref=getlatka.com, (US),Tom Coburn,,
