,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Clappia,https://www.linkedin.com/company/clappia?ref=getlatka.com,https://www.crunchbase.com/organization/clappia?ref=getlatka.com,//clappia.com/?ref=getlatka.com, (IN),Ashutosh  Thakur,,
1,Sococo,https://www.linkedin.com/company/sococo?ref=getlatka.com,https://www.crunchbase.com/organization/sococo?ref=getlatka.com,//sococo.com/?ref=getlatka.com, (US),Marc Kirshbaum,,
2,Verloop,https://www.linkedin.com/company/verloop?ref=getlatka.com,https://www.crunchbase.com/organization/verloop?ref=getlatka.com,//verloop.io/?ref=getlatka.com, (US),Gaurav Singh,,
3,Targetrecruit,https://in.linkedin.com/company/targetrecruit?ref=getlatka.com,https://www.crunchbase.com/organization/targetrecruit?ref=getlatka.com,//targetrecruit.net/?ref=getlatka.com, (US),Jonathan  Ross,,
4,Paubox,https://www.linkedin.com/company/paubox?ref=getlatka.com,https://www.crunchbase.com/organization/paubox?ref=getlatka.com,//paubox.com/?ref=getlatka.com, (US),Hoala Greevy,https://www.facebook.com/PauboxHQ?ref=getlatka.com,http://twitter.com/PauBox?ref=getlatka.com
5,Wochit,https://www.linkedin.com/company/wochit?ref=getlatka.com,https://www.crunchbase.com/organization/wochit?ref=getlatka.com,//wochit.com/?ref=getlatka.com, (US),Dror Ginzberg,,
6,Ease.Space,https://in.linkedin.com/company/ease?ref=getlatka.com,https://www.crunchbase.com/organization/ease-central?ref=getlatka.com,//ease.space/?ref=getlatka.com,Sweden,Nathan Harris,,
7,Kvsocial,https://ca.linkedin.com/company/kv-social?ref=getlatka.com,https://www.crunchbase.com/organization/kvsocial?ref=getlatka.com,//kvsocial.com/?ref=getlatka.com,Finland,Neil Napier,,
8,Floqast,https://www.linkedin.com/company/floqast?ref=getlatka.com,https://www.crunchbase.com/organization/floqast?ref=getlatka.com,//floqast.com/?ref=getlatka.com, (US),Mike Whitmire,https://www.facebook.com/Floqast?ref=getlatka.com,https://twitter.com/FloQast?ref=getlatka.com
9,Saasquatch,https://in.linkedin.com/company/referral-saasquatch?ref=getlatka.com,https://www.crunchbase.com/organization/referral-saasquatch?ref=getlatka.com,//saasquatch.com/?ref=getlatka.com, (CA),Will Fraser,,
10,Visme,https://www.linkedin.com/company/visme/?ref=getlatka.com,https://www.crunchbase.com/organization/visme-671b?ref=getlatka.com,//visme.co/?ref=getlatka.com, (US),Payman  Taei,https://www.facebook.com/vismeapp?ref=getlatka.com,
11,Brand24,https://www.linkedin.com/company/brand24-s-a?ref=getlatka.com,https://www.crunchbase.com/organization/brand24?ref=getlatka.com,//brand24.com/?ref=getlatka.com, (US),Michal Sadowski,,
12,Scoop,https://in.linkedin.com/company/scoop-technologies-inc-?ref=getlatka.com,https://www.crunchbase.com/organization/scoop?ref=getlatka.com,//scoop.it/?ref=getlatka.com, (US),Guillaume Decugis,https://www.facebook.com/Scoopit?ref=getlatka.com,https://twitter.com/scoopit?ref=getlatka.com
13,Fabl,https://www.linkedin.com/company/fablco?ref=getlatka.com,https://www.crunchbase.com/organization/fabl?ref=getlatka.com,//fabl.co/?ref=getlatka.com, (US),Taj Forer,,
14,Screenful,https://www.linkedin.com/company/screenful?ref=getlatka.com,https://www.crunchbase.com/organization/screenful?ref=getlatka.com,//screenful.com/?ref=getlatka.com,Finland,Sami Linnanvuo,,
15,Repsly,https://www.linkedin.com/company/repsly?ref=getlatka.com,https://www.crunchbase.com/organization/repsly?ref=getlatka.com,//repsly.com/?ref=getlatka.com, (US),Matthew Brogie,https://www.facebook.com/Repsly?ref=getlatka.com,https://twitter.com/Repsly?ref=getlatka.com
16,Tara AI,https://www.linkedin.com/company/tara.ai?ref=getlatka.com,https://www.crunchbase.com/organization/tara?ref=getlatka.com,//tara.ai/?ref=getlatka.com, (US),Iba Masood,,
17,Zinrelo,https://www.linkedin.com/company/zinrelo?ref=getlatka.com,https://www.crunchbase.com/organization/shopsocially?ref=getlatka.com,//zinrelo.com/?ref=getlatka.com, (US),Vivek Mishra,,
18,Weebly,https://www.linkedin.com/company/weebly?ref=getlatka.com,https://www.crunchbase.com/organization/weebly?ref=getlatka.com,//weebly.com/?ref=getlatka.com, (US),Dan Veltri,https://www.facebook.com/weebly?ref=getlatka.com,https://twitter.com/weebly?ref=getlatka.com
19,D2iq,https://www.linkedin.com/company/d2iq?ref=getlatka.com,https://www.crunchbase.com/organization/D2iQ?ref=getlatka.com,//d2iq.com/?ref=getlatka.com, (US),Tobi Knaup,https://www.facebook.com/D2iQinc/?ref=getlatka.com,https://twitter.com/d2iq?ref=getlatka.com
