,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Vabotu,https://www.linkedin.com/company/vabotuapp?ref=getlatka.com,https://www.crunchbase.com/organization/vabotu?ref=getlatka.com,//vabotu.com/?ref=getlatka.com, (US),,,
1,Whitehawksoftware,https://www.linkedin.com/company/white-hawk-software?ref=getlatka.com,https://www.crunchbase.com/organization/white-hawk-software?ref=getlatka.com,//whitehawksoftware.com/?ref=getlatka.com, (US),Katrin Jakob,,
2,Ambition,https://www.linkedin.com/company/ambition-llc?ref=getlatka.com,https://www.crunchbase.com/organization/ambition-inc?ref=getlatka.com,//ambition.com/?ref=getlatka.com, (US),Travis Truett,https://www.facebook.com/pages/Ambition/417298728360926?ref=getlatka.com,https://twitter.com/AmbitionSales?ref=getlatka.com
3,Bizzabo,https://www.linkedin.com/company/bizzabo?ref=getlatka.com,https://www.crunchbase.com/organization/bizzabo?ref=getlatka.com,//bizzabo.com/?ref=getlatka.com, (US),Gidi Levy,https://www.facebook.com/Bizzabo?ref=getlatka.com,https://twitter.com/Bizzabo?ref=getlatka.com
4,Backoffice,https://in.linkedin.com/company/back-office.co?ref=getlatka.com,https://www.crunchbase.com/organization/backoffice?ref=getlatka.com,//backoffice.co/?ref=getlatka.com, (US),Felix Rodriguez,,
5,Shiphero,https://www.linkedin.com/company/shiphero?ref=getlatka.com,https://www.crunchbase.com/organization/shiphero?ref=getlatka.com,//shiphero.com/?ref=getlatka.com, (US),Barks B. Boxer,,
6,Stella Connect,https://www.linkedin.com/company/stellaconnect?ref=getlatka.com,https://www.crunchbase.com/organization/stellaservice?ref=getlatka.com,//stellaconnect.com/?ref=getlatka.com,United States,Jordy Leiser,,
7,Mortgage Coach,https://www.linkedin.com/company/mortgage-coach?ref=getlatka.com,,//mortgagecoach.com/?ref=getlatka.com, (US),Dave Savage,,
8,Shopin,https://www.linkedin.com/company/shopineverywhere?ref=getlatka.com,https://www.crunchbase.com/organization/shopin?ref=getlatka.com,//shopin.com/?ref=getlatka.com, (US),Eran Eyal,,
9,Angularjobs,https://www.linkedin.com/company/angular-jobs?ref=getlatka.com,https://www.crunchbase.com/organization/angularjobs-com?ref=getlatka.com,//angularjobs.com/?ref=getlatka.com, (US),Brian Petro,,
10,Rapid7,https://www.linkedin.com/company/rapid7?ref=getlatka.com,https://www.crunchbase.com/organization/rapid7?ref=getlatka.com,//rapid7.com/?ref=getlatka.com, (US),Corey Thomas,,
11,Marketmakerleads,https://www.linkedin.com/company/market-maker-leads?ref=getlatka.com,https://www.crunchbase.com/organization/market-maker?ref=getlatka.com,//marketmakerleads.com/?ref=getlatka.com, (US),Mike Oddo,,
12,Growyourbase,https://www.linkedin.com/company/growyourbase?ref=getlatka.com,https://www.crunchbase.com/organization/growyourbase?ref=getlatka.com,//growyourbase.co/?ref=getlatka.com, (US),John Fields,,
13,Uploadcare,https://www.linkedin.com/company/uploadcare?ref=getlatka.com,https://www.crunchbase.com/organization/uploadcare?ref=getlatka.com,//uploadcare.com/?ref=getlatka.com, (CA),Igor Debatur,,
14,Spartanspark,https://ca.linkedin.com/company/spartansparkinc?ref=getlatka.com,https://www.crunchbase.com/organization/spartanspark?ref=getlatka.com,//spartanspark.com/?ref=getlatka.com, (CA),Dafne Canales,,
15,Lotame,https://www.linkedin.com/company/lotame?ref=getlatka.com,https://www.crunchbase.com/organization/lotame?ref=getlatka.com,//lotame.com/?ref=getlatka.com, (US),Andrew Monfried,https://www.facebook.com/LotameSolutions/?ref=getlatka.com,https://twitter.com/lotame?ref=getlatka.com
16,Roivenue,https://www.linkedin.com/company/roivenue?ref=getlatka.com,https://www.crunchbase.com/organization/roivenue?ref=getlatka.com,//roivenue.com/?ref=getlatka.com,Czech Republic,Pavel Šíma,,
17,Harmonizely,https://in.linkedin.com/company/harmonizemobility?ref=getlatka.com,https://www.crunchbase.com/organization/harmonizely?ref=getlatka.com,//harmonizely.com/?ref=getlatka.com,Canada,Rafal Muszynski,,
18,Enginecommerce,https://www.linkedin.com/company/enginecommerce?ref=getlatka.com,https://www.crunchbase.com/organization/enginecommerce?ref=getlatka.com,//enginecommerce.com/?ref=getlatka.com, (US),John James,,
19,Altizon,https://in.linkedin.com/company/altizon?ref=getlatka.com,https://www.crunchbase.com/organization/altizon?ref=getlatka.com,//altizon.com/?ref=getlatka.com, (US),Vinay Nathan,,
