,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Forcemanager,https://www.linkedin.com/company/forcemanager?ref=getlatka.com,https://www.crunchbase.com/organization/forcemanager?ref=getlatka.com,//forcemanager.com/?ref=getlatka.com, (US),Oscar Macia,,
1,Rantandrave,https://www.linkedin.com/company/rant-and-rave?ref=getlatka.com,https://www.crunchbase.com/organization/rantandrave?ref=getlatka.com,//rantandrave.com/?ref=getlatka.com, (US),Nigel Shanahan,,
2,Plot,https://ca.linkedin.com/company/plotly?ref=getlatka.com,https://www.crunchbase.com/organization/plotly/?ref=getlatka.com,//plot.ly/?ref=getlatka.com, (CA),Jack Parmer,,
3,Looker,https://www.linkedin.com/company/looker?ref=getlatka.com,https://www.crunchbase.com/organization/looker?ref=getlatka.com,//looker.com/?ref=getlatka.com, (US),Ben Porterfield,https://www.facebook.com/LookerData/?ref=getlatka.com,
4,Chatmatic,,,//chatmatic.com/?ref=getlatka.com,United States,Travis Stephenson,,
5,Pulseinsights,https://www.linkedin.com/company/pulseinsights?ref=getlatka.com,https://www.crunchbase.com/organization/pulse-insights?ref=getlatka.com,//pulseinsights.com/?ref=getlatka.com, (US),Jeremy Bieger,,
6,Markerly,https://ca.linkedin.com/company/markerly?ref=getlatka.com,https://www.crunchbase.com/organization/markerly?ref=getlatka.com,//markerly.com/?ref=getlatka.com, (US),Justin Kline,,
7,Outbound (acquired by Zendesk),https://in.linkedin.com/company/outbound-technologies?ref=getlatka.com,https://www.crunchbase.com/organization/outbound?ref=getlatka.com,//outbound.io/?ref=getlatka.com, (US),Josh Weissburg,,
8,Signal-AI,https://www.linkedin.com/company/signal-artificial-intelligence/?ref=getlatka.com,https://www.crunchbase.com/organization/signal-media-ltd?ref=getlatka.com,//signal-ai.com/?ref=getlatka.com, (GB),David Benigson,,
9,Results,https://www.linkedin.com/company/results-com_385424?ref=getlatka.com,https://www.crunchbase.com/organization/resultsbi?ref=getlatka.com,//results.com/?ref=getlatka.com, (US),Marc Daniels,,
10,Smartling,https://www.linkedin.com/company/smartling?ref=getlatka.com,https://www.crunchbase.com/organization/smartling?ref=getlatka.com,//smartling.com/?ref=getlatka.com, (US),Andrew Saxe,https://www.facebook.com/smartlinginc?ref=getlatka.com,https://twitter.com/smartling?ref=getlatka.com
11,Stantive,https://www.linkedin.com/company/stantive-technologies-group-inc-?ref=getlatka.com,https://www.crunchbase.com/organization/stantive?ref=getlatka.com,//stantive.com/?ref=getlatka.com, (CA),Douglas Girvin,,
12,Realcontentnetwork,https://in.linkedin.com/company/real-content-network?ref=getlatka.com,https://www.crunchbase.com/organization/real-content-network?ref=getlatka.com,//realcontentnetwork.com/?ref=getlatka.com, (CA),David Benoliel,,
13,Tryinteract,https://ca.linkedin.com/company/interact-quiz-builder?ref=getlatka.com,https://www.crunchbase.com/organization/tryinteract?ref=getlatka.com,//tryinteract.com/?ref=getlatka.com, (US),Josh Haynam,,
14,Cloudlead,https://www.linkedin.com/company/cloudlead?ref=getlatka.com,https://www.crunchbase.com/organization/cloudlead?ref=getlatka.com,//cloudlead.co/?ref=getlatka.com, (US),Noman Siddiq,,
15,Kwanzoo,https://www.linkedin.com/company/kwanzoo-inc/?ref=getlatka.com,https://www.crunchbase.com/organization/kwanzoo?ref=getlatka.com,//kwanzoo.com/?ref=getlatka.com, (US),Mani Iyer,,
16,Hyprbrands,https://www.linkedin.com/company/hyprbrands?ref=getlatka.com,https://www.crunchbase.com/organization/hyprbrands?ref=getlatka.com,//hyprbrands.com/?ref=getlatka.com, (US),Gil Eyal,,
17,Cirrus Insight,https://www.linkedin.com/company/cirrusinsight/?ref=getlatka.com,https://www.crunchbase.com/organization/cirrus-insight?ref=getlatka.com,//cirrusinsight.com/?ref=getlatka.com, (US),Phil Dixon,,
18,Citia,https://www.linkedin.com/company/citia-a-digital-publishing-company?ref=getlatka.com,https://www.crunchbase.com/organization/citia?ref=getlatka.com,//citia.com/?ref=getlatka.com, (US),Linda Holliday,,
19,Purechat,https://www.linkedin.com/company/pure-chat?ref=getlatka.com,https://www.crunchbase.com/organization/pure-chat-inc-?ref=getlatka.com,//purechat.com/?ref=getlatka.com, (US),Hamid Shojaee,https://www.facebook.com/purechat?ref=getlatka.com,https://twitter.com/PureChat?ref=getlatka.com
