,name,Company linkedIn,Company facebook,Company Twitter,Company Crunchbase,website url,company location,company founder
0,Docebo,https://www.linkedin.com/company/docebo-srl?ref=getlatka.com,https://www.facebook.com/Docebo?ref=getlatka.com,https://twitter.com/docebo?ref=getlatka.com,https://www.crunchbase.com/organization/docebo?ref=getlatka.com,//docebo.com/?ref=getlatka.com,Canada,Martino Bagini
1,Memsource,https://www.linkedin.com/company/phrasesuite?ref=getlatka.com,,,https://www.crunchbase.com/organization/phrase?ref=getlatka.com,//memsource.com/?ref=getlatka.com,Czech Republic,David Canek
2,Webflow,https://www.linkedin.com/company/webflow-inc-?ref=getlatka.com,,,,//webflow.com/?ref=getlatka.com, (US),Linda Tong
3,Thehotelsnetwork,https://www.linkedin.com/company/the-hotels-network?ref=getlatka.com,,,https://www.crunchbase.com/organization/thehotelsnetwork?ref=getlatka.com,//thehotelsnetwork.com/?ref=getlatka.com, (ES),Marc Blazquez
4,Progg,https://in.linkedin.com/company/progg-as?ref=getlatka.com,,,https://www.crunchbase.com/organization/progg?ref=getlatka.com,//progg.io/?ref=getlatka.com,Israel,Yaniv Shor
5,Waveapps,https://ca.linkedin.com/company/waveapps?ref=getlatka.com,https://www.facebook.com/WaveHQ/?ref=getlatka.com,https://twitter.com/WaveHQ?ref=getlatka.com,https://www.crunchbase.com/organization/waveapps?ref=getlatka.com,//waveapps.com/?ref=getlatka.com, (CA),Zahir  Khoja
6,Brandverity,https://www.linkedin.com/company/brandverity?ref=getlatka.com,,,https://www.crunchbase.com/organization/brandverity?ref=getlatka.com,//brandverity.com/?ref=getlatka.com, (US),David Naffziger
7,Vidalytics,https://www.linkedin.com/company/vidalytics?ref=getlatka.com,,,https://www.crunchbase.com/organization/vidalytics?ref=getlatka.com,//vidalytics.com/?ref=getlatka.com, (US),Patrick Stiles
8,Trials,https://www.linkedin.com/company/trialspark?ref=getlatka.com,,,https://www.crunchbase.com/organization/trials?ref=getlatka.com,//trials.ai/?ref=getlatka.com, (US),Kim Walpole
9,Freshworks,https://www.linkedin.com/company/freshworks-inc/?ref=getlatka.com,https://www.facebook.com/FreshworksInc/?ref=getlatka.com,,https://www.crunchbase.com/organization/freshworks?ref=getlatka.com,//freshworks.com/?ref=getlatka.com, (US),Girish Mathrubootham
10,Lexicata,https://www.linkedin.com/company/lexicata?ref=getlatka.com,,,https://www.crunchbase.com/organization/lexicata?ref=getlatka.com,//lexicata.com/?ref=getlatka.com, (US),Michael Chasin
11,Bizom,https://in.linkedin.com/company/mobisy-technologies-pvt-ltd?ref=getlatka.com,https://www.facebook.com/BizomSFA/?ref=getlatka.com,https://twitter.com/get_bizom?ref=getlatka.com,https://www.crunchbase.com/organization/mobisy?ref=getlatka.com,//bizom.com/?ref=getlatka.com, (IN),Lalit Bhise
12,Tiltsta,https://www.linkedin.com/company/tiltsta?ref=getlatka.com,,,https://www.crunchbase.com/organization/tiltsta?ref=getlatka.com,//tiltsta.com/?ref=getlatka.com, (US),Bonny Morlak
13,Consent,https://ca.linkedin.com/company/midataio?ref=getlatka.com,,,https://www.crunchbase.com/organization/consent?ref=getlatka.com,//consent.io/?ref=getlatka.com,Canada,Rado Raykov
14,Storytap,https://www.linkedin.com/company/storytap?ref=getlatka.com,,,https://www.crunchbase.com/organization/storytap?ref=getlatka.com,//storytap.com/?ref=getlatka.com, (CA),Bernadette Butler
15,Troops,https://www.linkedin.com/company/troops?ref=getlatka.com,,,https://www.crunchbase.com/organization/troops?ref=getlatka.com,//troops.ai/?ref=getlatka.com, (US),Dan Reich
16,Spark Real Estate Software,https://www.linkedin.com/company/spark-re?ref=getlatka.com,,,https://www.crunchbase.com/organization/spark-crm?ref=getlatka.com,//spark.re/?ref=getlatka.com, (CA),Simeon Garratt
17,Intellasphere,https://www.linkedin.com/company/intellasphere/?ref=getlatka.com,,,https://www.crunchbase.com/organization/intellasphere?ref=getlatka.com,//intellasphere.com/?ref=getlatka.com, (US),Bruce Worrall
18,Sitemanager,https://in.linkedin.com/company/sitemanager?ref=getlatka.com,,,https://www.crunchbase.com/organization/sitemanager?ref=getlatka.com,//sitemanager.io/?ref=getlatka.com,Belgium,Alexander Hoogewijs
19,Saborpos,https://www.linkedin.com/company/novaux?ref=getlatka.com,,,https://www.crunchbase.com/organization/saborpos?ref=getlatka.com,//saborpos.com/?ref=getlatka.com, (US),Javier Dutan
