,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Vainu,https://www.linkedin.com/company/vainu/?ref=getlatka.com,https://www.crunchbase.com/organization/vainu-io?ref=getlatka.com,//vainu.com/?ref=getlatka.com,Finland,Pietari Suvanto,,
1,Geospark,https://www.linkedin.com/company/geospark?ref=getlatka.com,https://www.crunchbase.com/organization/geospark?ref=getlatka.com,//geospark.com/?ref=getlatka.com,Netherlands,Manoj Adithya,,
2,Smartcsm,https://www.linkedin.com/company/smartcsm?ref=getlatka.com,https://www.crunchbase.com/organization/smartcsm?ref=getlatka.com,//smartcsm.com/?ref=getlatka.com, (US),Craig Caryl,,
3,Zestful,https://www.linkedin.com/company/zestful?ref=getlatka.com,https://www.crunchbase.com/organization/zestful?ref=getlatka.com,//worthyt.io/?ref=getlatka.com, (US),Mat Vogels,,
4,Gsx,https://www.linkedin.com/company/gsx-groupware-solutions?ref=getlatka.com,https://www.crunchbase.com/organization/gsx?ref=getlatka.com,//gsx.com/?ref=getlatka.com,Switzerland,Antoine Leboyer,,
5,Gmailsharedcontacts,https://www.linkedin.com/company/shared-contacts-for-gmail/?ref=getlatka.com,https://www.crunchbase.com/organization/shared-contacts-for-gmail?ref=getlatka.com,//gmailsharedcontacts.com/?ref=getlatka.com, (US),Stephane Cohen,,
6,Itilite,https://www.linkedin.com/company/itilite?ref=getlatka.com,https://www.crunchbase.com/organization/itilite?ref=getlatka.com,//itilite.com/?ref=getlatka.com, (IN),Mayank Kukreja,,
7,Chillwall,https://www.linkedin.com/company/chillwall-ai/?ref=getlatka.com,https://www.crunchbase.com/organization/chillwall?ref=getlatka.com,//chillwall.com/?ref=getlatka.com, (CA),Michael Campanelli,,
8,Liveagent,https://www.linkedin.com/company/liveagent?ref=getlatka.com,https://www.crunchbase.com/organization/liveagent?ref=getlatka.com,//liveagent.com/?ref=getlatka.com,Slovakia,David Cacik,,
9,Burrow,https://in.linkedin.com/company/hi-burrow?ref=getlatka.com,https://www.crunchbase.com/organization/burrow?ref=getlatka.com,//burrow.io/?ref=getlatka.com, (US),Paulo Arruda,,
10,Adalo,https://www.linkedin.com/company/adalohq?ref=getlatka.com,https://www.crunchbase.com/organization/adalo?ref=getlatka.com,//adalo.com/?ref=getlatka.com, (US),Jeremy Blalock,,
11,Vyrill,https://www.linkedin.com/company/vyrill-inc-?ref=getlatka.com,https://www.crunchbase.com/organization/vyrill?ref=getlatka.com,//vyrill.com/?ref=getlatka.com, (US),Ajay Bam,,
12,Firsthive,https://www.linkedin.com/company/firsthivecdp/?ref=getlatka.com,https://www.crunchbase.com/organization/firsthive?ref=getlatka.com,//firsthive.com/?ref=getlatka.com, (US),Aditya Bhamidipaty,,
13,Amplify,https://www.linkedin.com/company/amplifyai?ref=getlatka.com,https://www.crunchbase.com/organization/amplify?ref=getlatka.com,//amplify.ai/?ref=getlatka.com, (US),Mahi De Silva,,
14,Clockify,https://www.linkedin.com/company/clockify?ref=getlatka.com,https://www.crunchbase.com/organization/clockify?ref=getlatka.com,//clockify.me/?ref=getlatka.com, (US),Nenad Milanovic,https://www.facebook.com/clockify.me/?ref=getlatka.com,https://twitter.com/clockify?ref=getlatka.com
15,Blox,https://www.linkedin.com/company/blox-io?ref=getlatka.com,https://www.crunchbase.com/organization/blox?ref=getlatka.com,//blox.io/?ref=getlatka.com, (US),Alon Muroch,,
16,Silverlinecrm,https://www.linkedin.com/company/silverlinecrm?ref=getlatka.com,https://www.crunchbase.com/organization/silverlinecrm?ref=getlatka.com,//silverlinecrm.com/?ref=getlatka.com, (US),Gireesh Sonnad,https://www.facebook.com/silverlinecrm?ref=getlatka.com,https://twitter.com/silverlinecrm?ref=getlatka.com
17,Vabotu,https://www.linkedin.com/company/vabotuapp?ref=getlatka.com,https://www.crunchbase.com/organization/vabotu?ref=getlatka.com,//vabotu.com/?ref=getlatka.com, (US),,,
18,Whitehawksoftware,https://www.linkedin.com/company/white-hawk-software?ref=getlatka.com,https://www.crunchbase.com/organization/white-hawk-software?ref=getlatka.com,//whitehawksoftware.com/?ref=getlatka.com, (US),Katrin Jakob,,
19,Ambition,https://www.linkedin.com/company/ambition-llc?ref=getlatka.com,https://www.crunchbase.com/organization/ambition-inc?ref=getlatka.com,//ambition.com/?ref=getlatka.com, (US),Travis Truett,https://www.facebook.com/pages/Ambition/417298728360926?ref=getlatka.com,https://twitter.com/AmbitionSales?ref=getlatka.com
