,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Automationlinks,https://www.linkedin.com/company/automationlinks?ref=getlatka.com,https://www.crunchbase.com/organization/automationlinks?ref=getlatka.com,//automationlinks.com/?ref=getlatka.com, (US),Brad Smith,,
1,Lemlist,https://www.linkedin.com/company/lemlist/?ref=getlatka.com,https://www.crunchbase.com/organization/lemlist?ref=getlatka.com,//lemlist.com/?ref=getlatka.com,France,Charles Tenot,https://www.facebook.com/lemlist/?ref=getlatka.com,https://twitter.com/lemlist?ref=getlatka.com
2,Tapclicks,https://www.linkedin.com/company/tapclicks?ref=getlatka.com,https://www.crunchbase.com/organization/tapclicks?ref=getlatka.com,//tapclicks.com/?ref=getlatka.com, (US),Mitchell Jones,https://www.facebook.com/pages/Tapclicks/544839508876338?ref=getlatka.com,https://twitter.com/TapClicks?ref=getlatka.com
3,Gatherup,https://www.linkedin.com/company/gatherup?ref=getlatka.com,https://www.crunchbase.com/organization/gatherup?ref=getlatka.com,//gatherup.com/?ref=getlatka.com, (US),Aaron Weiche,,
4,Appsheet,https://www.linkedin.com/company/appsheet?ref=getlatka.com,https://www.crunchbase.com/organization/appsheet?ref=getlatka.com,//appsheet.com/?ref=getlatka.com, (US),Praveen Seshadri,https://www.facebook.com/appsheet?ref=getlatka.com,https://twitter.com/appsheet?ref=getlatka.com
5,Goboon,https://www.linkedin.com/company/boon-businesses-&-organizations/?ref=getlatka.com,https://www.crunchbase.com/organization/goboon?ref=getlatka.com,//goboon.co/?ref=getlatka.com, (US),Dakota Younger,,
6,Futurefit,https://www.linkedin.com/company/futurepeople2?ref=getlatka.com,https://www.crunchbase.com/organization/futurefit?ref=getlatka.com,//futurefit.ai/?ref=getlatka.com, (CA),Hamoon Ekhtiari,,
7,Clockit,https://www.linkedin.com/company/clock-it/?ref=getlatka.com,https://www.crunchbase.com/organization/clockit?ref=getlatka.com,//clockit.io/?ref=getlatka.com,United Arab Emirates,Basil Abbas,,
8,Srax,https://www.linkedin.com/company/srax?ref=getlatka.com,https://www.crunchbase.com/organization/srax?ref=getlatka.com,//srax.com/?ref=getlatka.com, (US),Christopher Miglino,,
9,Kronologic,https://www.linkedin.com/company/kronologic?ref=getlatka.com,https://www.crunchbase.com/organization/kronologic?ref=getlatka.com,//kronologic.ai/?ref=getlatka.com, (US),Ben Parker,,
10,Xeneta,https://www.linkedin.com/company/xeneta-as?ref=getlatka.com,https://www.crunchbase.com/organization/xeneta?ref=getlatka.com,//xeneta.com/?ref=getlatka.com,Norway,Niall van de Wouw,,
11,Kimbleapps,https://www.linkedin.com/company/kimble-applications?ref=getlatka.com,https://www.crunchbase.com/organization/kimble-applications?ref=getlatka.com,//kimbleapps.com/?ref=getlatka.com,United Kingdom,Sean Hoban,https://www.facebook.com/pages/Kimble-Applications/134483946608505?ref=getlatka.com,https://twitter.com/KimbleApps?ref=getlatka.com
12,Rippling,https://www.linkedin.com/company/rippling/?ref=getlatka.com,https://www.crunchbase.com/organization/rippling?ref=getlatka.com,//rippling.com/?ref=getlatka.com, (US),Parker Conrad,https://www.facebook.com/ripplingapp/?ref=getlatka.com,https://twitter.com/Rippling?ref=getlatka.com
13,Birdseed,https://pk.linkedin.com/company/birdseedappofficial?ref=getlatka.com,https://www.crunchbase.com/organization/birdseed?ref=getlatka.com,//birdseed.io/?ref=getlatka.com, (US),Drew Sheahan,,
14,Whatagraph,https://www.linkedin.com/company/whatagraph/?ref=getlatka.com,https://www.crunchbase.com/organization/whatagraph?ref=getlatka.com,//whatagraph.com/?ref=getlatka.com,Netherlands,Andrius Malinauskas,,
15,FunnelAI,https://www.linkedin.com/company/funnelai?ref=getlatka.com,https://www.crunchbase.com/organization/funnelai?ref=getlatka.com,//funnelai.com/?ref=getlatka.com, (US),Sridhar Kamma,,
16,Valopes,https://www.linkedin.com/company/valopes?ref=getlatka.com,https://www.crunchbase.com/organization/valopes?ref=getlatka.com,//valopes.com/?ref=getlatka.com,Chile,Octavio Torres,,
17,Concentricmarket,https://www.linkedin.com/company/concentric-market?ref=getlatka.com,https://www.crunchbase.com/organization/concentricmarket?ref=getlatka.com,//concentricmarket.com/?ref=getlatka.com, (US),Greg Silverman,,
18,Mercatus,https://www.linkedin.com/company/mercatus-inc-?ref=getlatka.com,https://www.crunchbase.com/organization/mercatus?ref=getlatka.com,//gomercatus.com/?ref=getlatka.com, (US),Haresh Patel,,
19,Loyalistic,https://ca.linkedin.com/company/loyalistic?ref=getlatka.com,https://www.crunchbase.com/organization/loyalistic?ref=getlatka.com,//loyalistic.com/?ref=getlatka.com,Finland,Antti Pietila,,
