,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Cumul.io,https://www.linkedin.com/company/cumul-io/?ref=getlatka.com,https://www.crunchbase.com/organization/cumul-io?ref=getlatka.com,//cumul.io/?ref=getlatka.com, (US),Thomas De Clerck,,
1,Regroup,,,//regroup.io/?ref=getlatka.com,Switzerland,Joe DiPasquale,,
2,Vendr,https://www.linkedin.com/company/vendr-services/?ref=getlatka.com,https://www.crunchbase.com/organization/vendr?ref=getlatka.com,//vendr.com/?ref=getlatka.com, (US),Ryan Neu,https://www.facebook.com/savewithvendr/?ref=getlatka.com,https://twitter.com/vendrhq?ref=getlatka.com
3,Pandadoc,https://www.linkedin.com/company/pandadoc/?ref=getlatka.com,https://www.crunchbase.com/organization/pandadoc?ref=getlatka.com,//pandadoc.com/?ref=getlatka.com, (US),Mikita Mikado,https://www.facebook.com/PandaDoc?ref=getlatka.com,
4,BRITech Global,https://www.linkedin.com/company/britechsa/?ref=getlatka.com,https://www.crunchbase.com/organization/britech-b23c?ref=getlatka.com,//britech.global/?ref=getlatka.com,Brazil,Yuryi Ferber,,
5,CyberSmart,https://www.linkedin.com/company/be-cybersmart?ref=getlatka.com,https://www.crunchbase.com/organization/cybersmart-2?ref=getlatka.com,//cybersmart.co.uk/?ref=getlatka.com,United Kingdom,Jamie Akhtar,,
6,Dingus and Zazzy,https://www.linkedin.com/company/dingus-zazzy/?ref=getlatka.com,https://www.crunchbase.com/organization/dingus-and-zazzy?ref=getlatka.com,//dingusandzazzy.com/?ref=getlatka.com, (CA),Jon Sturgeon,,
7,vFairs,https://www.linkedin.com/company/vfairs?ref=getlatka.com,https://www.crunchbase.com/organization/vfairs?ref=getlatka.com,//vfairs.com/?ref=getlatka.com, (US),Arfeen Godil,https://www.facebook.com/vfairs/?ref=getlatka.com,https://twitter.com/vfairs?ref=getlatka.com
8,Airmeet,https://www.linkedin.com/company/airmeetcom/?ref=getlatka.com,https://www.crunchbase.com/organization/airmeet?ref=getlatka.com,//airmeet.com/?ref=getlatka.com, (US),Ashwani Jain,https://www.facebook.com/airmeetcom?ref=getlatka.com,https://twitter.com/airmeet?ref=getlatka.com
9,SaaScend,https://www.linkedin.com/in/craigrjordan?ref=getlatka.com,https://www.crunchbase.com/organization/saascend?ref=getlatka.com,//saascend.com/?ref=getlatka.com, (US),Craig Jordan,https://www.facebook.com/saascend?ref=getlatka.com,https://www.twitter.com/saascend?ref=getlatka.com
10,Mesh Payments,https://www.linkedin.com/company/meshpayments?ref=getlatka.com,https://www.crunchbase.com/organization/mesh-payments?ref=getlatka.com,//meshpayments.com/?ref=getlatka.com, (US),Eran Katoni,,https://twitter.com/meshpayments?ref=getlatka.com
11,Sage,https://www.linkedin.com/company/sage-software?ref=getlatka.com,https://www.crunchbase.com/organization/cenize-informatica?ref=getlatka.com,//sage.com/?ref=getlatka.com, (GB),Steve Hare,https://www.facebook.com/sagebrasil?ref=getlatka.com,https://www.twitter.com/sagebrasil?ref=getlatka.com
12,Chatdesk,https://www.linkedin.com/company/chatdesk?ref=getlatka.com,https://www.crunchbase.com/organization/chatdesk-375c?ref=getlatka.com,//chatdesk.com/?ref=getlatka.com, (US),Andrew Olaleye,https://www.facebook.com/Chatdesk-1546392078986530/?ref=getlatka.com,https://twitter.com/chatdesk?ref=getlatka.com
13,Remote,https://www.linkedin.com/company/remote.com/?ref=getlatka.com,https://www.crunchbase.com/organization/remote-d596?ref=getlatka.com,//remote.com/?ref=getlatka.com, (US),Alanna Brown,,https://twitter.com/remote?ref=getlatka.com
14,Innovatemap,https://www.linkedin.com/company/innovatemap-llc/?ref=getlatka.com,,//innovatemap.com/?ref=getlatka.com, (US),Mike Reynolds,,
15,Lightster,https://www.linkedin.com/company/lightster?ref=getlatka.com,,//lightster.co/?ref=getlatka.com, (CA),Sal Avelar,,
16,THG Energy Solutions,https://www.linkedin.com/company/thg-energy-solutions-llc?ref=getlatka.com,https://www.crunchbase.com/organization/thg-energy-solutions?ref=getlatka.com,//thgenergy.com/?ref=getlatka.com, (US),Daniel Frey,,
17,Spyne,https://www.linkedin.com/company/spyne-ai?ref=getlatka.com,https://www.crunchbase.com/organization/spyne?ref=getlatka.com,//spyne.ai/?ref=getlatka.com,India,Sanjay KumarVarnwal,,
18,Venios,https://www.linkedin.com/company/venios-gmbh/?ref=getlatka.com,https://www.crunchbase.com/organization/venios?ref=getlatka.com,//venios.de/?ref=getlatka.com,Germany,Jonas Danzeisen,,
19,New Genre,https://www.linkedin.com/company/newgenre?ref=getlatka.com,,//newgenre.studio/?ref=getlatka.com,United Kingdom,Mihai Toma,,
