,name,Company linkedIn,Company Crunchbase,website url,company location,company founder,Company facebook,Company Twitter
0,Trainual,https://www.linkedin.com/company/trainual/?ref=getlatka.com,https://www.crunchbase.com/organization/trainual?ref=getlatka.com,//trainual.com/?ref=getlatka.com, (US),Chris Ronzio,,
1,VisitorQueue,https://www.linkedin.com/company/visitor-queue/?ref=getlatka.com,https://www.crunchbase.com/organization/visitorqueue?ref=getlatka.com,//visitorqueue.com/?ref=getlatka.com, (CA),Nick Hollinger,,
2,SlidesUp,https://www.linkedin.com/company/slidesup/?ref=getlatka.com,https://www.crunchbase.com/organization/slidesup?ref=getlatka.com,//slidesup.com/?ref=getlatka.com, (US),Kunal Bhatia,,
3,Jivochat,,https://www.crunchbase.com/organization/jivochat?ref=getlatka.com,//jivochat.com/?ref=getlatka.com, (US),,,
4,ZigZag,https://in.linkedin.com/company/zigzag-global?ref=getlatka.com,https://www.crunchbase.com/organization/zigzag?ref=getlatka.com,//zigzag.global/?ref=getlatka.com, (GB),Al Gerrie,,
5,RightMessage,https://www.linkedin.com/company/rightmessage?ref=getlatka.com,https://www.crunchbase.com/organization/rightmessage?ref=getlatka.com,//rightmessage.com/?ref=getlatka.com, (US),Brennan Dunn,,
6,Arkadium,https://www.linkedin.com/company/arkadium?ref=getlatka.com,https://www.crunchbase.com/organization/arkadium?ref=getlatka.com,//arkadium.com/?ref=getlatka.com, (US),Jessica Rovello,,
7,Stackify,https://www.linkedin.com/company/stackify?ref=getlatka.com,https://www.crunchbase.com/organization/stackify?ref=getlatka.com,//stackify.com/?ref=getlatka.com, (US),Matt Watson,,
8,HelloBox,https://www.linkedin.com/company/gethellobox/?ref=getlatka.com,https://www.crunchbase.com/organization/hellobox?ref=getlatka.com,//gethellobox.com/?ref=getlatka.com,Germany,Paul Anderie,,
9,FusionAuth,https://www.linkedin.com/company/fusionauth/?ref=getlatka.com,https://www.crunchbase.com/organization/fusionauth?ref=getlatka.com,//fusionauth.io/?ref=getlatka.com, (US),Brian Pontarelli,https://www.facebook.com/FusionAuth/?ref=getlatka.com,https://twitter.com/fusionauth?ref=getlatka.com
10,Whiplash,https://in.linkedin.com/company/whiplash?ref=getlatka.com,https://www.crunchbase.com/organization/whiplash?ref=getlatka.com,//getwhiplash.com/?ref=getlatka.com, (US),James Marks,,
11,PipelineEquity,https://www.linkedin.com/company/pipeline-equity/?ref=getlatka.com,https://www.crunchbase.com/organization/pipelineequity?ref=getlatka.com,//pipelineequity.com/?ref=getlatka.com, (US),Katica Roy,,
12,Sqrl,https://www.linkedin.com/company/sqrlme/?ref=getlatka.com,https://www.crunchbase.com/organization/sqrl?ref=getlatka.com,//sqrl.me/?ref=getlatka.com, (US),Om Suthar,,
13,Dialpad,https://www.linkedin.com/company/dialpad/?ref=getlatka.com,https://www.crunchbase.com/organization/dialpad?ref=getlatka.com,//dialpad.com/?ref=getlatka.com, (US),Craig Walker,https://www.facebook.com/Dialpadhq/?ref=getlatka.com,
14,Perxtech,https://www.linkedin.com/company/perx?ref=getlatka.com,https://www.crunchbase.com/organization/perx?ref=getlatka.com,//perxtech.com/?ref=getlatka.com,Singapore,Anna Gong,,
15,FreshRelevance,https://in.linkedin.com/company/fresh-relevance?ref=getlatka.com,https://www.crunchbase.com/organization/freshrelevance?ref=getlatka.com,//freshrelevance.com/?ref=getlatka.com, (GB),Mike Austin,,
16,Freightos,https://www.linkedin.com/company/freightos?ref=getlatka.com,https://www.crunchbase.com/organization/freightos?ref=getlatka.com,//freightos.com/?ref=getlatka.com, (US),Zvi Schreiber,https://www.facebook.com/Freightos/?ref=getlatka.com,https://twitter.com/freightos?ref=getlatka.com
17,Iamip,https://www.linkedin.com/company/iamip-sverige-ab?ref=getlatka.com,https://www.crunchbase.com/organization/iamip?ref=getlatka.com,//iamip.com/?ref=getlatka.com,Sweden,Dimitris Giannoccaro,,
18,Infilect,https://linkedin.com/company/infilect/?ref=getlatka.com,https://www.crunchbase.com/organization/infilect?ref=getlatka.com,//infilect.com/?ref=getlatka.com, (IN),Anand Subramanian,,
19,JustCall,https://www.linkedin.com/company/justcall.io?ref=getlatka.com,https://www.crunchbase.com/organization/justcall?ref=getlatka.com,//justcall.io/?ref=getlatka.com, (US),Gaurav Sharma,,
