product_name,product_para,product_index,product_url,product_img
E-commerce site," E-commerce site with multiple categories, subcategories. All items are loaded in one page. ",1,/test-sites/e-commerce/allinone,/images/test-sites/screens/test-sites-ecommerce-allinone.png
